client_id,client_name,source_amount,fee_pct,expected_net_amount
C017792,Client 17792,18029.46,0.02,17668.87
C017793,Client 17793,38545.88,0.02,37774.96
C017794,Client 17794,39565.27,0.02,38773.96
C017795,Client 17795,24840.24,0.02,24343.44
C017796,Client 17796,24370.57,0.02,23883.16
C017797,Client 17797,36396.30,0.02,35668.37
C017798,Client 17798,44401.71,0.02,43513.68
C017799,Client 17799,27361.16,0.02,26813.94
C017800,Client 17800,39087.67,0.02,38305.92
C017801,Client 17801,23604.10,0.02,23132.02
C017802,Client 17802,9525.47,0.02,9334.96
C017803,Client 17803,546.30,0.02,535.37
C017804,Client 17804,31342.64,0.02,30715.79
C017805,Client 17805,40868.99,0.02,40051.61
C017806,Client 17806,25156.99,0.02,24653.85
C017807,Client 17807,30168.12,0.02,29564.76
C017808,Client 17808,6596.84,0.02,6464.90
C017809,Client 17809,45814.36,0.02,44898.07
C017810,Client 17810,19621.26,0.02,19228.83
C017811,Client 17811,21286.51,0.02,20860.78
C017812,Client 17812,6546.53,0.02,6415.60
C017813,Client 17813,16763.73,0.02,16428.46
C017814,Client 17814,25430.84,0.02,24922.22
C017815,Client 17815,27064.75,0.02,26523.45
C017816,Client 17816,18828.55,0.02,18451.98
C017817,Client 17817,21994.63,0.02,21554.74
C017818,Client 17818,25093.89,0.02,24592.01
C017819,Client 17819,38652.51,0.02,37879.46
C017820,Client 17820,38090.94,0.02,37329.12
C017821,Client 17821,48703.91,0.02,47729.83
C017822,Client 17822,20065.30,0.02,19663.99
C017823,Client 17823,42753.27,0.02,41898.20
C017824,Client 17824,31966.61,0.02,31327.28
C017825,Client 17825,21605.24,0.02,21173.14
C017826,Client 17826,3327.51,0.02,3260.96
C017827,Client 17827,35062.92,0.02,34361.66
C017828,Client 17828,37368.97,0.02,36621.59
C017829,Client 17829,45902.14,0.02,44984.10
C017830,Client 17830,460.64,0.02,451.43
C017831,Client 17831,10923.11,0.02,10704.65
C017832,Client 17832,3888.99,0.02,3811.21
C017833,Client 17833,36017.40,0.02,35297.05
C017834,Client 17834,14974.49,0.02,14675.00
C017835,Client 17835,2846.07,0.02,2789.15
C017836,Client 17836,10290.49,0.02,10084.68
C017837,Client 17837,27939.13,0.02,27380.35
C017838,Client 17838,172.02,0.02,168.58
C017839,Client 17839,17709.40,0.02,17355.21
C017840,Client 17840,10265.64,0.02,10060.33
C017841,Client 17841,17690.68,0.02,17336.87
C017842,Client 17842,45863.28,0.02,44946.01
C017843,Client 17843,569.71,0.02,558.32
C017844,Client 17844,18051.93,0.02,17690.89
C017845,Client 17845,26667.01,0.02,26133.67
C017846,Client 17846,18574.41,0.02,18202.92
C017847,Client 17847,9552.14,0.02,9361.10
C017848,Client 17848,34390.92,0.02,33703.10
C017849,Client 17849,16074.60,0.02,15753.11
C017850,Client 17850,44599.58,0.02,43707.59
C017851,Client 17851,14701.87,0.02,14407.83
C017852,Client 17852,9238.24,0.02,9053.48
C017853,Client 17853,16451.94,0.02,16122.90
C017854,Client 17854,3485.57,0.02,3415.86
C017855,Client 17855,45778.83,0.02,44863.25
C017856,Client 17856,45630.76,0.02,44718.14
C017857,Client 17857,49895.37,0.02,48897.46
C017858,Client 17858,22102.41,0.02,21660.36
C017859,Client 17859,26057.16,0.02,25536.02
C017860,Client 17860,10966.20,0.02,10746.88
C017861,Client 17861,47945.52,0.02,46986.61
C017862,Client 17862,39970.41,0.02,39171.00
C017863,Client 17863,19529.80,0.02,19139.20
C017864,Client 17864,4947.25,0.02,4848.31
C017865,Client 17865,26109.45,0.02,25587.26
C017866,Client 17866,48778.95,0.02,47803.37
C017867,Client 17867,9386.51,0.02,9198.78
C017868,Client 17868,17979.89,0.02,17620.29
C017869,Client 17869,33979.96,0.02,33300.36
C017870,Client 17870,25599.18,0.02,25087.20
C017871,Client 17871,5922.79,0.02,5804.33
C017872,Client 17872,35036.11,0.02,34335.39
C017873,Client 17873,29839.47,0.02,29242.68
C017874,Client 17874,34827.00,0.02,34130.46
C017875,Client 17875,37734.01,0.02,36979.33
C017876,Client 17876,32252.44,0.02,31607.39
C017877,Client 17877,18337.72,0.02,17970.97
C017878,Client 17878,13088.77,0.02,12826.99
C017879,Client 17879,36319.25,0.02,35592.86
C017880,Client 17880,38035.45,0.02,37274.74
C017881,Client 17881,29681.33,0.02,29087.70
C017882,Client 17882,37848.72,0.02,37091.75
C017883,Client 17883,21406.51,0.02,20978.38
C017884,Client 17884,13050.18,0.02,12789.18
C017885,Client 17885,35811.41,0.02,35095.18
C017886,Client 17886,16436.76,0.02,16108.02
C017887,Client 17887,46650.09,0.02,45717.09
C017888,Client 17888,1115.23,0.02,1092.93
C017889,Client 17889,37064.36,0.02,36323.07
C017890,Client 17890,34051.76,0.02,33370.72
C017891,Client 17891,35543.30,0.02,34832.43
C017892,Client 17892,3494.46,0.02,3424.57
C017893,Client 17893,46534.58,0.02,45603.89
C017894,Client 17894,46063.28,0.02,45142.01
C017895,Client 17895,39763.67,0.02,38968.40
C017896,Client 17896,36353.99,0.02,35626.91
C017897,Client 17897,28025.82,0.02,27465.30
C017898,Client 17898,25506.64,0.02,24996.51
C017899,Client 17899,35357.26,0.02,34650.11
C017900,Client 17900,25471.88,0.02,24962.44
C017901,Client 17901,14583.73,0.02,14292.06
C017902,Client 17902,35774.28,0.02,35058.79
C017903,Client 17903,14007.68,0.02,13727.53
C017904,Client 17904,49157.82,0.02,48174.66
C017905,Client 17905,44493.17,0.02,43603.31
C017906,Client 17906,18134.90,0.02,17772.20
C017907,Client 17907,35601.83,0.02,34889.79
C017908,Client 17908,41348.38,0.02,40521.41
C017909,Client 17909,15633.26,0.02,15320.59
C017910,Client 17910,9191.32,0.02,9007.49
C017911,Client 17911,29564.84,0.02,28973.54
C017912,Client 17912,31535.02,0.02,30904.32
C017913,Client 17913,7926.22,0.02,7767.70
C017914,Client 17914,7841.36,0.02,7684.53
C017915,Client 17915,20176.23,0.02,19772.71
C017916,Client 17916,29156.45,0.02,28573.32
C017917,Client 17917,7161.90,0.02,7018.66
C017918,Client 17918,38212.81,0.02,37448.55
C017919,Client 17919,11145.31,0.02,10922.40
C017920,Client 17920,36924.05,0.02,36185.57
C017921,Client 17921,44834.11,0.02,43937.43
C017922,Client 17922,31517.95,0.02,30887.59
C017923,Client 17923,8064.74,0.02,7903.45
C017924,Client 17924,48703.77,0.02,47729.69
C017925,Client 17925,21790.06,0.02,21354.26
C017926,Client 17926,26952.56,0.02,26413.51
C017927,Client 17927,27649.95,0.02,27096.95
C017928,Client 17928,17346.67,0.02,16999.74
C017929,Client 17929,4976.53,0.02,4877.00
C017930,Client 17930,2194.25,0.02,2150.36
C017931,Client 17931,35187.31,0.02,34483.56
C017932,Client 17932,11241.46,0.02,11016.63
C017933,Client 17933,29847.87,0.02,29250.91
C017934,Client 17934,3865.69,0.02,3788.38
C017935,Client 17935,9209.11,0.02,9024.93
C017936,Client 17936,40899.52,0.02,40081.53
C017937,Client 17937,17641.37,0.02,17288.54
C017938,Client 17938,44849.09,0.02,43952.11
C017939,Client 17939,1187.51,0.02,1163.76
C017940,Client 17940,38198.66,0.02,37434.69
C017941,Client 17941,14387.56,0.02,14099.81
C017942,Client 17942,42771.77,0.02,41916.33
C017943,Client 17943,39758.30,0.02,38963.13
C017944,Client 17944,25512.56,0.02,25002.31
C017945,Client 17945,7469.62,0.02,7320.23
C017946,Client 17946,37790.19,0.02,37034.39
C017947,Client 17947,39768.92,0.02,38973.54
C017948,Client 17948,964.23,0.02,944.95
C017949,Client 17949,44033.16,0.02,43152.50
C017950,Client 17950,30742.80,0.02,30127.94
C017951,Client 17951,25240.48,0.02,24735.67
C017952,Client 17952,27922.19,0.02,27363.75
C017953,Client 17953,44011.81,0.02,43131.57
C017954,Client 17954,41344.63,0.02,40517.74
C017955,Client 17955,45054.02,0.02,44152.94
C017956,Client 17956,10487.86,0.02,10278.10
C017957,Client 17957,42324.71,0.02,41478.22
C017958,Client 17958,30297.76,0.02,29691.80
C017959,Client 17959,13415.13,0.02,13146.83
C017960,Client 17960,32006.25,0.02,31366.12
C017961,Client 17961,19962.78,0.02,19563.52
C017962,Client 17962,27200.93,0.02,26656.91
C017963,Client 17963,17779.15,0.02,17423.57
C017964,Client 17964,6818.82,0.02,6682.44
C017965,Client 17965,33219.35,0.02,32554.96
C017966,Client 17966,7914.30,0.02,7756.01
C017967,Client 17967,41614.87,0.02,40782.57
C017968,Client 17968,39631.61,0.02,38838.98
C017969,Client 17969,29365.88,0.02,28778.56
C017970,Client 17970,5517.29,0.02,5406.94
C017971,Client 17971,37964.24,0.02,37204.96
C017972,Client 17972,48057.29,0.02,47096.14
C017973,Client 17973,41528.19,0.02,40697.63
C017974,Client 17974,42135.99,0.02,41293.27
C017975,Client 17975,15878.74,0.02,15561.17
C017976,Client 17976,39490.05,0.02,38700.25
C017977,Client 17977,40932.08,0.02,40113.44
C017978,Client 17978,47357.13,0.02,46409.99
C017979,Client 17979,40149.47,0.02,39346.48
C017980,Client 17980,20392.04,0.02,19984.20
C017981,Client 17981,42030.51,0.02,41189.90
C017982,Client 17982,23272.50,0.02,22807.05
C017983,Client 17983,8123.43,0.02,7960.96
C017984,Client 17984,776.95,0.02,761.41
C017985,Client 17985,3125.33,0.02,3062.82
C017986,Client 17986,21797.10,0.02,21361.16
C017987,Client 17987,24321.45,0.02,23835.02
C017988,Client 17988,27883.66,0.02,27325.99
C017989,Client 17989,39240.88,0.02,38456.06
C017990,Client 17990,30017.32,0.02,29416.97
C017991,Client 17991,10212.78,0.02,10008.52
C017992,Client 17992,9729.53,0.02,9534.94
C017993,Client 17993,11044.06,0.02,10823.18
C017994,Client 17994,40887.37,0.02,40069.62
C017995,Client 17995,4855.03,0.02,4757.93
C017996,Client 17996,44722.61,0.02,43828.16
C017997,Client 17997,9201.18,0.02,9017.16
C017998,Client 17998,45864.83,0.02,44947.53
C017999,Client 17999,48846.12,0.02,47869.20
C018000,Client 18000,23433.16,0.02,22964.50
C018001,Client 18001,35893.64,0.02,35175.77
C018002,Client 18002,39634.27,0.02,38841.58
C018003,Client 18003,4696.53,0.02,4602.60
C018004,Client 18004,26600.38,0.02,26068.37
C018005,Client 18005,13787.33,0.02,13511.58
C018006,Client 18006,24749.69,0.02,24254.70
C018007,Client 18007,29012.28,0.02,28432.03
C018008,Client 18008,892.49,0.02,874.64
C018009,Client 18009,7549.44,0.02,7398.45
C018010,Client 18010,5084.83,0.02,4983.13
C018011,Client 18011,42474.11,0.02,41624.63
C018012,Client 18012,14506.92,0.02,14216.78
C018013,Client 18013,28481.99,0.02,27912.35
C018014,Client 18014,3098.84,0.02,3036.86
C018015,Client 18015,48146.01,0.02,47183.09
C018016,Client 18016,17136.90,0.02,16794.16
C018017,Client 18017,16109.06,0.02,15786.88
C018018,Client 18018,25819.39,0.02,25303.00
C018019,Client 18019,25549.93,0.02,25038.93
C018020,Client 18020,16235.47,0.02,15910.76
C018021,Client 18021,23202.42,0.02,22738.37
C018022,Client 18022,48812.84,0.02,47836.58
C018023,Client 18023,49252.10,0.02,48267.06
C018024,Client 18024,1160.10,0.02,1136.90
C018025,Client 18025,7868.46,0.02,7711.09
C018026,Client 18026,40516.83,0.02,39706.49
C018027,Client 18027,47828.71,0.02,46872.14
C018028,Client 18028,22663.90,0.02,22210.62
C018029,Client 18029,41426.33,0.02,40597.80
C018030,Client 18030,46551.87,0.02,45620.83
C018031,Client 18031,17341.26,0.02,16994.43
C018032,Client 18032,2155.86,0.02,2112.74
C018033,Client 18033,39095.94,0.02,38314.02
C018034,Client 18034,32023.44,0.02,31382.97
C018035,Client 18035,10089.71,0.02,9887.92
C018036,Client 18036,34062.93,0.02,33381.67
C018037,Client 18037,38900.66,0.02,38122.65
C018038,Client 18038,58.56,0.02,57.39
C018039,Client 18039,48631.50,0.02,47658.87
C018040,Client 18040,20905.89,0.02,20487.77
C018041,Client 18041,48619.76,0.02,47647.36
C018042,Client 18042,41866.17,0.02,41028.85
C018043,Client 18043,34263.28,0.02,33578.01
C018044,Client 18044,27177.92,0.02,26634.36
C018045,Client 18045,18089.05,0.02,17727.27
C018046,Client 18046,3086.52,0.02,3024.79
C018047,Client 18047,35533.05,0.02,34822.39
C018048,Client 18048,46742.84,0.02,45807.98
C018049,Client 18049,31237.70,0.02,30612.95
C018050,Client 18050,36034.52,0.02,35313.83
C018051,Client 18051,9939.53,0.02,9740.74
C018052,Client 18052,3499.71,0.02,3429.72
C018053,Client 18053,26831.07,0.02,26294.45
C018054,Client 18054,17686.09,0.02,17332.37
C018055,Client 18055,46047.58,0.02,45126.63
C018056,Client 18056,3593.88,0.02,3522.00
C018057,Client 18057,6574.50,0.02,6443.01
C018058,Client 18058,44174.44,0.02,43290.95
C018059,Client 18059,49843.15,0.02,48846.29
C018060,Client 18060,37292.43,0.02,36546.58
C018061,Client 18061,40676.80,0.02,39863.26
C018062,Client 18062,14479.95,0.02,14190.35
C018063,Client 18063,16163.55,0.02,15840.28
C018064,Client 18064,26905.86,0.02,26367.74
C018065,Client 18065,5316.54,0.02,5210.21
C018066,Client 18066,40434.93,0.02,39626.23
C018067,Client 18067,33388.75,0.02,32720.97
C018068,Client 18068,8711.44,0.02,8537.21
C018069,Client 18069,40494.29,0.02,39684.40
C018070,Client 18070,43706.73,0.02,42832.60
C018071,Client 18071,1154.51,0.02,1131.42
C018072,Client 18072,40107.75,0.02,39305.60
C018073,Client 18073,46712.05,0.02,45777.81
C018074,Client 18074,3400.04,0.02,3332.04
C018075,Client 18075,8571.17,0.02,8399.75
C018076,Client 18076,15859.22,0.02,15542.04
C018077,Client 18077,1535.24,0.02,1504.54
C018078,Client 18078,30003.86,0.02,29403.78
C018079,Client 18079,3997.58,0.02,3917.63
C018080,Client 18080,24143.42,0.02,23660.55
C018081,Client 18081,46233.74,0.02,45309.07
C018082,Client 18082,35625.61,0.02,34913.10
C018083,Client 18083,28226.59,0.02,27662.06
C018084,Client 18084,1092.68,0.02,1070.83
C018085,Client 18085,48205.49,0.02,47241.38
C018086,Client 18086,23330.65,0.02,22864.04
C018087,Client 18087,35064.87,0.02,34363.57
C018088,Client 18088,621.30,0.02,608.87
C018089,Client 18089,49632.31,0.02,48639.66
C018090,Client 18090,9213.19,0.02,9028.93
C018091,Client 18091,16156.41,0.02,15833.28
C018092,Client 18092,41949.54,0.02,41110.55
C018093,Client 18093,2257.08,0.02,2211.94
C018094,Client 18094,46862.84,0.02,45925.58
C018095,Client 18095,40709.80,0.02,39895.60
C018096,Client 18096,16685.97,0.02,16352.25
C018097,Client 18097,3929.89,0.02,3851.29
C018098,Client 18098,34299.48,0.02,33613.49
C018099,Client 18099,40165.51,0.02,39362.20
C018100,Client 18100,32266.70,0.02,31621.37
C018101,Client 18101,1910.65,0.02,1872.44
C018102,Client 18102,30026.13,0.02,29425.61
C018103,Client 18103,8934.29,0.02,8755.60
C018104,Client 18104,42363.40,0.02,41516.13
C018105,Client 18105,39294.39,0.02,38508.50
C018106,Client 18106,11091.55,0.02,10869.72
C018107,Client 18107,44051.48,0.02,43170.45
C018108,Client 18108,35048.41,0.02,34347.44
C018109,Client 18109,32080.84,0.02,31439.22
C018110,Client 18110,24265.98,0.02,23780.66
C018111,Client 18111,23230.22,0.02,22765.62
C018112,Client 18112,36340.31,0.02,35613.50
C018113,Client 18113,31516.94,0.02,30886.60
C018114,Client 18114,21001.65,0.02,20581.62
C018115,Client 18115,2606.28,0.02,2554.15
C018116,Client 18116,17972.87,0.02,17613.41
C018117,Client 18117,30854.15,0.02,30237.07
C018118,Client 18118,44798.70,0.02,43902.73
C018119,Client 18119,6443.34,0.02,6314.47
C018120,Client 18120,10324.22,0.02,10117.74
C018121,Client 18121,42334.39,0.02,41487.70
C018122,Client 18122,39721.22,0.02,38926.80
C018123,Client 18123,43215.66,0.02,42351.35
C018124,Client 18124,12354.57,0.02,12107.48
C018125,Client 18125,3576.38,0.02,3504.85
C018126,Client 18126,4818.87,0.02,4722.49
C018127,Client 18127,36591.16,0.02,35859.34
C018128,Client 18128,16298.28,0.02,15972.31
C018129,Client 18129,25201.30,0.02,24697.27
C018130,Client 18130,7982.73,0.02,7823.08
C018131,Client 18131,45780.23,0.02,44864.63
C018132,Client 18132,4324.20,0.02,4237.72
C018133,Client 18133,35330.74,0.02,34624.13
C018134,Client 18134,26818.11,0.02,26281.75
C018135,Client 18135,39540.86,0.02,38750.04
C018136,Client 18136,5540.94,0.02,5430.12
C018137,Client 18137,47654.29,0.02,46701.20
C018138,Client 18138,34188.92,0.02,33505.14
C018139,Client 18139,34239.86,0.02,33555.06
C018140,Client 18140,13467.76,0.02,13198.40
C018141,Client 18141,3572.49,0.02,3501.04
C018142,Client 18142,30434.34,0.02,29825.65
C018143,Client 18143,20598.53,0.02,20186.56
C018144,Client 18144,10797.52,0.02,10581.57
C018145,Client 18145,775.50,0.02,759.99
C018146,Client 18146,13117.09,0.02,12854.75
C018147,Client 18147,41278.87,0.02,40453.29
C018148,Client 18148,33474.87,0.02,32805.37
C018149,Client 18149,30303.12,0.02,29697.06
C018150,Client 18150,26067.92,0.02,25546.56
C018151,Client 18151,11275.85,0.02,11050.33
C018152,Client 18152,15921.23,0.02,15602.81
C018153,Client 18153,2266.67,0.02,2221.34
C018154,Client 18154,43665.31,0.02,42792.00
C018155,Client 18155,48742.81,0.02,47767.95
C018156,Client 18156,31290.36,0.02,30664.55
C018157,Client 18157,31824.12,0.02,31187.64
C018158,Client 18158,12140.55,0.02,11897.74
C018159,Client 18159,12229.36,0.02,11984.77
C018160,Client 18160,30303.62,0.02,29697.55
C018161,Client 18161,43897.31,0.02,43019.36
C018162,Client 18162,42859.37,0.02,42002.18
C018163,Client 18163,5106.23,0.02,5004.11
C018164,Client 18164,37032.83,0.02,36292.17
C018165,Client 18165,17652.15,0.02,17299.11
C018166,Client 18166,15784.99,0.02,15469.29
C018167,Client 18167,14088.03,0.02,13806.27
C018168,Client 18168,27022.07,0.02,26481.63
C018169,Client 18169,20540.77,0.02,20129.95
C018170,Client 18170,2786.54,0.02,2730.81
C018171,Client 18171,33591.53,0.02,32919.70
C018172,Client 18172,39949.47,0.02,39150.48
C018173,Client 18173,36885.31,0.02,36147.60
C018174,Client 18174,24758.56,0.02,24263.39
C018175,Client 18175,16751.12,0.02,16416.10
C018176,Client 18176,46886.62,0.02,45948.89
C018177,Client 18177,40959.60,0.02,40140.41
C018178,Client 18178,3019.58,0.02,2959.19
C018179,Client 18179,7891.86,0.02,7734.02
C018180,Client 18180,3083.96,0.02,3022.28
C018181,Client 18181,43043.04,0.02,42182.18
C018182,Client 18182,29774.13,0.02,29178.65
C018183,Client 18183,9545.83,0.02,9354.91
C018184,Client 18184,49746.34,0.02,48751.41
C018185,Client 18185,35627.31,0.02,34914.76
C018186,Client 18186,39425.98,0.02,38637.46
C018187,Client 18187,1124.88,0.02,1102.38
C018188,Client 18188,2557.63,0.02,2506.48
C018189,Client 18189,20904.78,0.02,20486.68
C018190,Client 18190,27368.61,0.02,26821.24
C018191,Client 18191,39911.57,0.02,39113.34
C018192,Client 18192,716.70,0.02,702.37
C018193,Client 18193,10772.36,0.02,10556.91
C018194,Client 18194,40507.97,0.02,39697.81
C018195,Client 18195,25535.24,0.02,25024.54
C018196,Client 18196,16872.68,0.02,16535.23
C018197,Client 18197,8128.26,0.02,7965.69
C018198,Client 18198,5617.00,0.02,5504.66
C018199,Client 18199,12550.78,0.02,12299.76
C018200,Client 18200,23446.55,0.02,22977.62
C018201,Client 18201,15873.90,0.02,15556.42
C018202,Client 18202,40952.41,0.02,40133.36
C018203,Client 18203,46471.04,0.02,45541.62
C018204,Client 18204,43297.30,0.02,42431.35
C018205,Client 18205,42015.05,0.02,41174.75
C018206,Client 18206,45358.94,0.02,44451.76
C018207,Client 18207,7283.33,0.02,7137.66
C018208,Client 18208,18858.36,0.02,18481.19
C018209,Client 18209,48822.18,0.02,47845.74
C018210,Client 18210,10530.15,0.02,10319.55
C018211,Client 18211,7816.10,0.02,7659.78
C018212,Client 18212,5988.99,0.02,5869.21
C018213,Client 18213,20672.80,0.02,20259.34
C018214,Client 18214,422.19,0.02,413.75
C018215,Client 18215,16011.49,0.02,15691.26
C018216,Client 18216,37844.39,0.02,37087.50
C018217,Client 18217,33614.84,0.02,32942.54
C018218,Client 18218,18634.50,0.02,18261.81
C018219,Client 18219,42813.98,0.02,41957.70
C018220,Client 18220,3337.83,0.02,3271.07
C018221,Client 18221,2392.94,0.02,2345.08
C018222,Client 18222,28213.87,0.02,27649.59
C018223,Client 18223,31492.28,0.02,30862.43
C018224,Client 18224,31062.06,0.02,30440.82
C018225,Client 18225,41053.61,0.02,40232.54
C018226,Client 18226,30467.58,0.02,29858.23
C018227,Client 18227,9044.19,0.02,8863.31
C018228,Client 18228,39442.02,0.02,38653.18
C018229,Client 18229,49701.26,0.02,48707.23
C018230,Client 18230,14573.01,0.02,14281.55
C018231,Client 18231,30658.44,0.02,30045.27
C018232,Client 18232,38194.22,0.02,37430.34
C018233,Client 18233,876.45,0.02,858.92
C018234,Client 18234,1069.59,0.02,1048.20
C018235,Client 18235,14615.98,0.02,14323.66
C018236,Client 18236,18924.13,0.02,18545.65
C018237,Client 18237,3659.14,0.02,3585.96
C018238,Client 18238,17997.83,0.02,17637.87
C018239,Client 18239,6877.28,0.02,6739.73
C018240,Client 18240,44842.83,0.02,43945.97
C018241,Client 18241,7703.01,0.02,7548.95
C018242,Client 18242,42644.64,0.02,41791.75
C018243,Client 18243,20000.69,0.02,19600.68
C018244,Client 18244,46184.97,0.02,45261.27
C018245,Client 18245,29229.30,0.02,28644.71
C018246,Client 18246,17869.00,0.02,17511.62
C018247,Client 18247,24275.09,0.02,23789.59
C018248,Client 18248,40888.88,0.02,40071.10
C018249,Client 18249,39273.19,0.02,38487.73
C018250,Client 18250,15259.14,0.02,14953.96
C018251,Client 18251,33161.98,0.02,32498.74
C018252,Client 18252,36492.18,0.02,35762.34
C018253,Client 18253,12581.62,0.02,12329.99
C018254,Client 18254,13247.29,0.02,12982.34
C018255,Client 18255,28743.72,0.02,28168.85
C018256,Client 18256,21766.75,0.02,21331.42
C018257,Client 18257,15089.20,0.02,14787.42
C018258,Client 18258,43204.91,0.02,42340.81
C018259,Client 18259,26329.81,0.02,25803.21
C018260,Client 18260,41575.65,0.02,40744.14
C018261,Client 18261,30465.97,0.02,29856.65
C018262,Client 18262,15071.23,0.02,14769.81
C018263,Client 18263,32786.04,0.02,32130.32
C018264,Client 18264,25114.38,0.02,24612.09
C018265,Client 18265,19385.71,0.02,18998.00
C018266,Client 18266,21405.86,0.02,20977.74
C018267,Client 18267,3736.59,0.02,3661.86
C018268,Client 18268,43651.94,0.02,42778.90
C018269,Client 18269,5444.89,0.02,5335.99
C018270,Client 18270,26427.73,0.02,25899.18
C018271,Client 18271,42621.24,0.02,41768.82
C018272,Client 18272,43647.33,0.02,42774.38
C018273,Client 18273,42242.49,0.02,41397.64
C018274,Client 18274,21943.69,0.02,21504.82
C018275,Client 18275,30663.10,0.02,30049.84
C018276,Client 18276,38092.31,0.02,37330.46
C018277,Client 18277,30380.04,0.02,29772.44
C018278,Client 18278,683.53,0.02,669.86
C018279,Client 18279,20806.54,0.02,20390.41
C018280,Client 18280,27542.66,0.02,26991.81
C018281,Client 18281,7686.77,0.02,7533.03
C018282,Client 18282,1662.91,0.02,1629.65
C018283,Client 18283,9521.80,0.02,9331.36
C018284,Client 18284,18708.24,0.02,18334.08
C018285,Client 18285,21625.97,0.02,21193.45
C018286,Client 18286,23259.39,0.02,22794.20
C018287,Client 18287,43023.34,0.02,42162.87
C018288,Client 18288,15883.06,0.02,15565.40
C018289,Client 18289,5803.54,0.02,5687.47
C018290,Client 18290,43992.74,0.02,43112.89
C018291,Client 18291,9809.95,0.02,9613.75
C018292,Client 18292,30989.35,0.02,30369.56
C018293,Client 18293,46215.30,0.02,45290.99
C018294,Client 18294,31310.41,0.02,30684.20
C018295,Client 18295,36724.16,0.02,35989.68
C018296,Client 18296,15095.33,0.02,14793.42
C018297,Client 18297,39051.39,0.02,38270.36
C018298,Client 18298,45158.71,0.02,44255.54
C018299,Client 18299,1489.20,0.02,1459.42
C018300,Client 18300,21751.46,0.02,21316.43
C018301,Client 18301,16191.90,0.02,15868.06
C018302,Client 18302,22851.63,0.02,22394.60
C018303,Client 18303,49800.20,0.02,48804.20
C018304,Client 18304,25629.93,0.02,25117.33
C018305,Client 18305,4917.29,0.02,4818.94
C018306,Client 18306,15866.46,0.02,15549.13
C018307,Client 18307,18602.45,0.02,18230.40
C018308,Client 18308,12095.33,0.02,11853.42
C018309,Client 18309,26790.56,0.02,26254.75
C018310,Client 18310,23341.94,0.02,22875.10
C018311,Client 18311,47211.35,0.02,46267.12
C018312,Client 18312,47126.34,0.02,46183.81
C018313,Client 18313,34054.86,0.02,33373.76
C018314,Client 18314,33359.90,0.02,32692.70
C018315,Client 18315,43129.27,0.02,42266.68
C018316,Client 18316,6711.07,0.02,6576.85
C018317,Client 18317,46390.63,0.02,45462.82
C018318,Client 18318,25031.36,0.02,24530.73
C018319,Client 18319,24885.57,0.02,24387.86
C018320,Client 18320,14823.75,0.02,14527.27
C018321,Client 18321,7975.41,0.02,7815.90
C018322,Client 18322,8115.43,0.02,7953.12
C018323,Client 18323,39061.19,0.02,38279.97
C018324,Client 18324,49472.57,0.02,48483.12
C018325,Client 18325,39031.56,0.02,38250.93
C018326,Client 18326,37179.39,0.02,36435.80
C018327,Client 18327,39914.64,0.02,39116.35
C018328,Client 18328,657.78,0.02,644.62
C018329,Client 18329,5352.94,0.02,5245.88
C018330,Client 18330,16136.35,0.02,15813.62
C018331,Client 18331,46610.88,0.02,45678.66
C018332,Client 18332,8884.92,0.02,8707.22
C018333,Client 18333,6595.99,0.02,6464.07
C018334,Client 18334,31185.13,0.02,30561.43
C018335,Client 18335,37940.67,0.02,37181.86
C018336,Client 18336,6730.33,0.02,6595.72
C018337,Client 18337,45267.66,0.02,44362.31
C018338,Client 18338,13241.29,0.02,12976.46
C018339,Client 18339,5073.96,0.02,4972.48
C018340,Client 18340,29435.55,0.02,28846.84
C018341,Client 18341,35941.07,0.02,35222.25
C018342,Client 18342,16435.02,0.02,16106.32
C018343,Client 18343,25576.29,0.02,25064.76
C018344,Client 18344,9650.64,0.02,9457.63
C018345,Client 18345,43874.64,0.02,42997.15
C018346,Client 18346,3585.06,0.02,3513.36
C018347,Client 18347,25554.99,0.02,25043.89
C018348,Client 18348,20553.56,0.02,20142.49
C018349,Client 18349,630.58,0.02,617.97
C018350,Client 18350,1322.45,0.02,1296.00
C018351,Client 18351,35798.45,0.02,35082.48
C018352,Client 18352,5548.94,0.02,5437.96
C018353,Client 18353,13503.75,0.02,13233.67
C018354,Client 18354,2587.33,0.02,2535.58
C018355,Client 18355,10453.83,0.02,10244.75
C018356,Client 18356,46168.57,0.02,45245.20
C018357,Client 18357,49013.91,0.02,48033.63
C018358,Client 18358,12393.72,0.02,12145.85
C018359,Client 18359,9796.79,0.02,9600.85
C018360,Client 18360,19097.86,0.02,18715.90
C018361,Client 18361,1829.53,0.02,1792.94
C018362,Client 18362,40154.30,0.02,39351.21
C018363,Client 18363,34897.09,0.02,34199.15
C018364,Client 18364,7455.40,0.02,7306.29
C018365,Client 18365,38025.91,0.02,37265.39
C018366,Client 18366,33999.86,0.02,33319.86
C018367,Client 18367,10113.97,0.02,9911.69
C018368,Client 18368,3600.78,0.02,3528.76
C018369,Client 18369,41883.61,0.02,41045.94
C018370,Client 18370,38110.41,0.02,37348.20
C018371,Client 18371,20669.77,0.02,20256.37
C018372,Client 18372,43112.26,0.02,42250.01
C018373,Client 18373,20656.27,0.02,20243.14
C018374,Client 18374,8796.61,0.02,8620.68
