client_id,client_name,distributed_amount,status
C035445,Client 35445,44735.44,COMPLETED
C016495,Client 16495,28497.23,COMPLETED
C039931,Client 39931,3509.54,COMPLETED
C032126,Client 32126,13007.98,COMPLETED
C048069,Client 48069,5738.85,COMPLETED
C023043,Client 23043,33503.42,COMPLETED
C014384,Client 14384,41941.98,COMPLETED
C013636,Client 13636,36434.23,COMPLETED
C027901,Client 27901,34771.47,COMPLETED
C005415,Client 5415,17880.43,COMPLETED
C026183,Client 26183,28783.09,COMPLETED
C036252,Client 36252,40580.03,COMPLETED
C042907,Client 42907,42733.69,COMPLETED
C035475,Client 35475,34874.97,COMPLETED
C041449,Client 41449,46761.92,COMPLETED
C048785,Client 48785,48575.84,COMPLETED
C032251,Client 32251,4682.49,COMPLETED
C013676,Client 13676,30771.28,COMPLETED
C000247,Client 247,11920.39,COMPLETED
C027044,Client 27044,19631.84,COMPLETED
C028657,Client 28657,40890.30,COMPLETED
C049805,Client 49805,37205.58,COMPLETED
C008480,Client 8480,1422.20,COMPLETED
C004842,Client 4842,25278.39,COMPLETED
C004180,Client 4180,19551.28,COMPLETED
C029471,Client 29471,17794.77,COMPLETED
C049634,Client 49634,480.55,COMPLETED
C042505,Client 42505,24896.23,COMPLETED
C035804,Client 35804,41273.26,COMPLETED
C015090,Client 15090,27926.06,COMPLETED
C035579,Client 35579,3359.41,COMPLETED
C040725,Client 40725,28642.01,COMPLETED
C016935,Client 16935,8860.21,COMPLETED
C008103,Client 8103,757.18,COMPLETED
C022586,Client 22586,27270.44,COMPLETED
C035860,Client 35860,8262.63,COMPLETED
C032443,Client 32443,23273.91,COMPLETED
C038175,Client 38175,23548.18,COMPLETED
C047200,Client 47200,48039.09,COMPLETED
C012056,Client 12056,11234.93,COMPLETED
C026627,Client 26627,39048.02,COMPLETED
C002584,Client 2584,31231.42,COMPLETED
C033872,Client 33872,43228.46,COMPLETED
C041281,Client 41281,19730.51,COMPLETED
C034178,Client 34178,19235.17,COMPLETED
C013476,Client 13476,34727.54,COMPLETED
C023422,Client 23422,46391.38,COMPLETED
C020944,Client 20944,26433.53,COMPLETED
C008886,Client 8886,41330.72,COMPLETED
C035257,Client 35257,1446.93,COMPLETED
C029462,Client 29462,18869.90,COMPLETED
C000162,Client 162,6881.28,COMPLETED
C035587,Client 35587,31227.29,COMPLETED
C039560,Client 39560,32641.18,COMPLETED
C049310,Client 49310,38685.42,COMPLETED
C019208,Client 19208,24709.47,COMPLETED
C006372,Client 6372,956.06,COMPLETED
C024592,Client 24592,17691.87,COMPLETED
C028221,Client 28221,6422.38,COMPLETED
C000434,Client 434,1352.07,COMPLETED
C028282,Client 28282,12876.29,COMPLETED
C001667,Client 1667,17321.69,COMPLETED
C039220,Client 39220,34563.99,COMPLETED
C000048,Client 48,26392.49,COMPLETED
C012150,Client 12150,9795.59,COMPLETED
C032007,Client 32007,15194.08,COMPLETED
C023202,Client 23202,44601.76,COMPLETED
C048663,Client 48663,24266.03,COMPLETED
C043408,Client 43408,25879.51,COMPLETED
C048365,Client 48365,16824.48,COMPLETED
C037666,Client 37666,35742.18,COMPLETED
C038488,Client 38488,26880.68,COMPLETED
C020979,Client 20979,16956.11,COMPLETED
C045441,Client 45441,20427.11,COMPLETED
C047295,Client 47295,40945.75,COMPLETED
C018664,Client 18664,26427.60,COMPLETED
C035905,Client 35905,21039.52,COMPLETED
C039675,Client 39675,8271.78,COMPLETED
C007216,Client 7216,45878.48,COMPLETED
C024679,Client 24679,1576.28,COMPLETED
C025234,Client 25234,41175.54,COMPLETED
C040810,Client 40810,39668.80,COMPLETED
C003866,Client 3866,48868.49,COMPLETED
C006739,Client 6739,13846.29,COMPLETED
C028741,Client 28741,27537.92,COMPLETED
C023421,Client 23421,46436.38,COMPLETED
C022714,Client 22714,31275.45,COMPLETED
C013596,Client 13596,23140.11,COMPLETED
C029365,Client 29365,993.19,COMPLETED
C049477,Client 49477,9713.14,COMPLETED
C036568,Client 36568,13762.23,COMPLETED
C027475,Client 27475,25627.96,COMPLETED
C031058,Client 31058,34074.57,COMPLETED
C016709,Client 16709,28339.77,COMPLETED
C007831,Client 7831,16889.97,COMPLETED
C033332,Client 33332,21832.27,COMPLETED
C013408,Client 13408,541.82,COMPLETED
C027839,Client 27839,23055.44,COMPLETED
C022618,Client 22618,3894.39,COMPLETED
C028580,Client 28580,44388.73,COMPLETED
C018435,Client 18435,36337.19,COMPLETED
C019369,Client 19369,33546.03,COMPLETED
C028865,Client 28865,48401.86,COMPLETED
C032860,Client 32860,32148.66,COMPLETED
C024291,Client 24291,42354.50,COMPLETED
C036463,Client 36463,2771.87,COMPLETED
C017100,Client 17100,42516.62,COMPLETED
C032478,Client 32478,26190.95,COMPLETED
C007344,Client 7344,3737.30,COMPLETED
C028953,Client 28953,1053.59,COMPLETED
C023659,Client 23659,12268.92,COMPLETED
C016008,Client 16008,857.50,COMPLETED
C043282,Client 43282,19460.76,COMPLETED
C029402,Client 29402,28732.07,COMPLETED
C022032,Client 22032,38961.44,COMPLETED
C035192,Client 35192,45609.60,COMPLETED
C014945,Client 14945,38981.13,COMPLETED
C031084,Client 31084,42839.05,COMPLETED
C018530,Client 18530,17214.23,COMPLETED
C046909,Client 46909,12160.21,COMPLETED
C018350,Client 18350,1296.00,COMPLETED
C041451,Client 41451,13806.70,COMPLETED
C049189,Client 49189,31547.56,COMPLETED
C049080,Client 49080,16626.65,COMPLETED
C030746,Client 30746,28964.09,COMPLETED
C009128,Client 9128,5330.38,COMPLETED
C015409,Client 15409,42958.87,COMPLETED
C027235,Client 27235,26540.30,COMPLETED
C049208,Client 49208,4296.99,COMPLETED
C018935,Client 18935,19146.40,COMPLETED
C015893,Client 15893,28409.43,COMPLETED
C007103,Client 7103,6142.39,COMPLETED
C030039,Client 30039,6832.84,COMPLETED
C044910,Client 44910,43534.70,COMPLETED
C039799,Client 39799,2571.36,COMPLETED
C022071,Client 22071,48307.97,COMPLETED
C042080,Client 42080,10133.58,COMPLETED
C025808,Client 25808,31604.92,COMPLETED
C000426,Client 426,30917.03,COMPLETED
C009129,Client 9129,6111.40,COMPLETED
C017867,Client 17867,9198.78,COMPLETED
C020929,Client 20929,29489.98,COMPLETED
C016285,Client 16285,19129.85,COMPLETED
C011090,Client 11090,7356.98,COMPLETED
C018112,Client 18112,35613.50,COMPLETED
C017468,Client 17468,2368.70,COMPLETED
C034173,Client 34173,40213.07,COMPLETED
C031108,Client 31108,37650.48,COMPLETED
C012898,Client 12898,39797.44,COMPLETED
C009026,Client 9026,37916.19,COMPLETED
C021771,Client 21771,8473.33,COMPLETED
C033900,Client 33900,12666.05,COMPLETED
C024840,Client 24840,4347.87,COMPLETED
C006117,Client 6117,6463.43,COMPLETED
C032850,Client 32850,43832.20,COMPLETED
C017333,Client 17333,6003.82,COMPLETED
C000783,Client 783,12544.50,COMPLETED
C040622,Client 40622,30409.99,COMPLETED
C024995,Client 24995,44261.85,COMPLETED
C048714,Client 48714,5782.82,COMPLETED
C048615,Client 48615,9872.99,COMPLETED
C024694,Client 24694,28466.74,COMPLETED
C011854,Client 11854,29992.10,COMPLETED
C006723,Client 6723,39812.79,COMPLETED
C048060,Client 48060,8091.67,COMPLETED
C010933,Client 10933,45010.96,COMPLETED
C014521,Client 14521,30345.08,COMPLETED
C004042,Client 4042,28441.03,COMPLETED
C028664,Client 28664,9602.19,COMPLETED
C026668,Client 26668,46340.43,COMPLETED
C044275,Client 44275,19983.95,COMPLETED
C020345,Client 20345,29109.11,COMPLETED
C042276,Client 42276,15446.01,COMPLETED
C019966,Client 19966,25884.60,COMPLETED
C008204,Client 8204,22794.41,COMPLETED
C003631,Client 3631,48157.02,COMPLETED
C004828,Client 4828,16528.57,COMPLETED
C007172,Client 7172,19773.61,COMPLETED
C012901,Client 12901,24353.97,COMPLETED
C004904,Client 4904,48628.06,COMPLETED
C021612,Client 21612,3800.06,COMPLETED
C041580,Client 41580,35858.28,COMPLETED
C049970,Client 49970,42338.08,COMPLETED
C029750,Client 29750,38231.81,COMPLETED
C045048,Client 45048,25064.37,COMPLETED
C000052,Client 52,46683.56,COMPLETED
C002654,Client 2654,30985.28,COMPLETED
C041536,Client 41536,35779.66,COMPLETED
C017511,Client 17511,45357.79,COMPLETED
C038237,Client 38237,24098.38,COMPLETED
C048292,Client 48292,47309.18,COMPLETED
C012310,Client 12310,31177.02,COMPLETED
C046632,Client 46632,16357.18,COMPLETED
C040363,Client 40363,2842.42,COMPLETED
C037680,Client 37680,22028.81,COMPLETED
C000300,Client 300,10780.90,COMPLETED
ORPHAN0018,Ghost 18,100.00,COMPLETED
C025415,Client 25415,46776.24,COMPLETED
C016439,Client 16439,4007.74,COMPLETED
C021453,Client 21453,29815.86,COMPLETED
C005907,Client 5907,44888.86,COMPLETED
C047756,Client 47756,48633.68,COMPLETED
C017013,Client 17013,10217.72,COMPLETED
C041498,Client 41498,45842.94,COMPLETED
C028876,Client 28876,29996.83,COMPLETED
C045604,Client 45604,46741.14,COMPLETED
C035324,Client 35324,35031.77,COMPLETED
C004953,Client 4953,5254.25,COMPLETED
C009899,Client 9899,17896.45,COMPLETED
C014967,Client 14967,28591.29,COMPLETED
C002160,Client 2160,23587.38,COMPLETED
C018375,Client 18375,11699.23,COMPLETED
C043229,Client 43229,23568.44,COMPLETED
C005792,Client 5792,7368.39,COMPLETED
C049779,Client 49779,2095.37,COMPLETED
C040150,Client 40150,26571.19,COMPLETED
C018357,Client 18357,48033.63,COMPLETED
C010233,Client 10233,38327.07,COMPLETED
C003198,Client 3198,22203.75,COMPLETED
C048014,Client 48014,10630.31,COMPLETED
C029854,Client 29854,21845.00,COMPLETED
C013466,Client 13466,13886.62,COMPLETED
C017241,Client 17241,12715.75,COMPLETED
C000141,Client 141,39935.87,COMPLETED
C017022,Client 17022,46114.18,COMPLETED
C015430,Client 15430,19833.32,COMPLETED
C016916,Client 16916,13370.51,COMPLETED
C006353,Client 6353,37449.24,COMPLETED
C037556,Client 37556,18819.32,COMPLETED
C009126,Client 9126,43911.39,COMPLETED
C002913,Client 2913,39065.98,COMPLETED
C041044,Client 41044,14081.96,COMPLETED
C013077,Client 13077,4790.84,COMPLETED
C045111,Client 45111,14094.11,COMPLETED
C041846,Client 41846,27875.28,COMPLETED
C031996,Client 31996,23323.96,COMPLETED
C014621,Client 14621,34337.72,COMPLETED
C018507,Client 18507,39591.38,COMPLETED
C002321,Client 2321,19815.06,COMPLETED
C022225,Client 22225,8571.37,COMPLETED
C012084,Client 12084,46396.52,COMPLETED
C016665,Client 16665,18927.68,COMPLETED
C007950,Client 7950,14820.28,COMPLETED
C021335,Client 21335,35258.47,COMPLETED
C035121,Client 35121,647.70,COMPLETED
C038336,Client 38336,11732.48,COMPLETED
C034276,Client 34276,20041.30,COMPLETED
C025957,Client 25957,7874.47,COMPLETED
C039279,Client 39279,5184.73,COMPLETED
C035265,Client 35265,25350.65,COMPLETED
C045249,Client 45249,13876.20,COMPLETED
C017962,Client 17962,26656.91,COMPLETED
C044095,Client 44095,10108.87,COMPLETED
C010854,Client 10854,44289.16,COMPLETED
C044369,Client 44369,5817.12,COMPLETED
C026603,Client 26603,46526.27,COMPLETED
C030270,Client 30270,47399.91,COMPLETED
C026636,Client 26636,24496.30,COMPLETED
C043073,Client 43073,15334.16,COMPLETED
C010173,Client 10173,31637.45,COMPLETED
C033405,Client 33405,23484.24,COMPLETED
C046544,Client 46544,9060.47,COMPLETED
C000727,Client 727,41305.53,COMPLETED
C004542,Client 4542,44808.23,COMPLETED
C022939,Client 22939,21458.56,COMPLETED
C047886,Client 47886,6722.58,COMPLETED
C007326,Client 7326,32325.87,COMPLETED
C030665,Client 30665,39094.15,COMPLETED
C006232,Client 6232,34066.39,COMPLETED
C015563,Client 15563,9392.03,COMPLETED
C017234,Client 17234,31112.13,COMPLETED
C017870,Client 17870,25087.20,COMPLETED
C031377,Client 31377,40334.40,COMPLETED
C008335,Client 8335,23021.67,COMPLETED
C020544,Client 20544,15327.20,COMPLETED
C037781,Client 37781,21537.76,COMPLETED
C033809,Client 33809,33527.01,COMPLETED
C007698,Client 7698,48465.49,COMPLETED
C044378,Client 44378,644.64,COMPLETED
C048049,Client 48049,44839.28,COMPLETED
C016717,Client 16717,21777.87,COMPLETED
C005144,Client 5144,31740.00,COMPLETED
C015317,Client 15317,3903.76,COMPLETED
C005291,Client 5291,43243.24,COMPLETED
C014164,Client 14164,42880.68,COMPLETED
C047850,Client 47850,25371.21,COMPLETED
C043350,Client 43350,9689.61,COMPLETED
C040431,Client 40431,5274.35,COMPLETED
C025879,Client 25879,24406.47,COMPLETED
C029931,Client 29931,23918.12,COMPLETED
C036954,Client 36954,36402.86,COMPLETED
C022667,Client 22667,3016.69,COMPLETED
C044428,Client 44428,37746.52,COMPLETED
C019768,Client 19768,20539.11,COMPLETED
C037089,Client 37089,46247.12,COMPLETED
C047028,Client 47028,24528.68,COMPLETED
C048442,Client 48442,28759.90,COMPLETED
C000332,Client 332,24593.45,COMPLETED
C031328,Client 31328,6937.81,COMPLETED
C048214,Client 48214,38566.12,COMPLETED
C043377,Client 43377,30837.30,COMPLETED
C034820,Client 34820,19692.85,COMPLETED
C039642,Client 39642,18896.28,COMPLETED
C015424,Client 15424,24051.49,COMPLETED
C022074,Client 22074,13876.03,COMPLETED
C027575,Client 27575,13651.35,COMPLETED
C042023,Client 42023,34624.97,COMPLETED
C041650,Client 41650,17278.49,COMPLETED
C032618,Client 32618,47356.94,COMPLETED
C021910,Client 21910,43457.72,COMPLETED
C031360,Client 31360,29015.80,COMPLETED
C030288,Client 30288,2575.48,COMPLETED
C043164,Client 43164,35548.36,COMPLETED
C020768,Client 20768,26773.84,COMPLETED
C042336,Client 42336,7835.35,COMPLETED
C005889,Client 5889,19712.12,COMPLETED
C035485,Client 35485,10849.19,COMPLETED
C038535,Client 38535,18747.65,COMPLETED
C039460,Client 39460,1101.92,COMPLETED
C031717,Client 31717,17768.09,COMPLETED
C004454,Client 4454,4043.09,COMPLETED
C009983,Client 9983,40619.34,COMPLETED
C025074,Client 25074,32373.48,COMPLETED
C014808,Client 14808,9766.45,COMPLETED
C011997,Client 11997,10485.27,COMPLETED
C003130,Client 3130,29095.09,COMPLETED
C015623,Client 15623,2805.22,COMPLETED
C039349,Client 39349,23249.65,COMPLETED
C045873,Client 45873,47329.77,COMPLETED
C015280,Client 15280,994.21,COMPLETED
C023709,Client 23709,9000.81,COMPLETED
C045457,Client 45457,42213.56,COMPLETED
C020252,Client 20252,34657.19,COMPLETED
C031905,Client 31905,14821.81,COMPLETED
C022918,Client 22918,14944.48,COMPLETED
C032077,Client 32077,17333.68,COMPLETED
C025737,Client 25737,25597.57,COMPLETED
C007734,Client 7734,33914.47,COMPLETED
C035325,Client 35325,29854.85,COMPLETED
C029299,Client 29299,47782.69,COMPLETED
C013161,Client 13161,21686.91,COMPLETED
C018658,Client 18658,22868.61,COMPLETED
C029978,Client 29978,680.52,COMPLETED
C005632,Client 5632,45897.34,COMPLETED
C006674,Client 6674,47519.52,COMPLETED
C000481,Client 481,21128.77,COMPLETED
C027436,Client 27436,27488.00,COMPLETED
C031892,Client 31892,27517.73,COMPLETED
C046759,Client 46759,27662.49,COMPLETED
C034550,Client 34550,17083.41,COMPLETED
C035158,Client 35158,7637.79,COMPLETED
C026314,Client 26314,32624.43,COMPLETED
C010934,Client 10934,42228.12,COMPLETED
C032105,Client 32105,13287.69,COMPLETED
C038910,Client 38910,39054.55,COMPLETED
C044035,Client 44035,24663.20,COMPLETED
C028592,Client 28592,31951.46,COMPLETED
C042182,Client 42182,38472.88,COMPLETED
C043353,Client 43353,2517.36,COMPLETED
C047296,Client 47296,17149.58,COMPLETED
C037378,Client 37378,641.10,COMPLETED
C024424,Client 24424,30955.06,COMPLETED
C014055,Client 14055,1523.16,COMPLETED
C030142,Client 30142,29142.88,COMPLETED
C009989,Client 9989,2416.41,COMPLETED
C036887,Client 36887,30042.22,COMPLETED
C048872,Client 48872,48949.93,COMPLETED
C021074,Client 21074,24835.35,COMPLETED
C007347,Client 7347,33822.83,COMPLETED
C015188,Client 15188,11338.36,COMPLETED
C007328,Client 7328,48148.65,COMPLETED
C009109,Client 9109,16747.33,COMPLETED
C003192,Client 3192,21851.11,COMPLETED
C019319,Client 19319,33006.65,COMPLETED
C038349,Client 38349,45821.45,COMPLETED
C026408,Client 26408,7475.60,COMPLETED
C007017,Client 7017,31255.65,COMPLETED
C004469,Client 4469,1426.89,COMPLETED
C019616,Client 19616,44497.61,COMPLETED
C000919,Client 919,48174.51,COMPLETED
C038964,Client 38964,17868.09,COMPLETED
C030035,Client 30035,47013.29,COMPLETED
C017825,Client 17825,21173.14,COMPLETED
C045906,Client 45906,12230.73,COMPLETED
C001306,Client 1306,2561.78,COMPLETED
C039278,Client 39278,26113.87,COMPLETED
C009796,Client 9796,48041.84,COMPLETED
C037591,Client 37591,26113.86,COMPLETED
C031770,Client 31770,41320.34,COMPLETED
C028255,Client 28255,20248.53,COMPLETED
C030023,Client 30023,17848.06,COMPLETED
C023311,Client 23311,34068.80,COMPLETED
C024100,Client 24100,45016.94,COMPLETED
C026618,Client 26618,34338.36,COMPLETED
C012495,Client 12495,10179.66,COMPLETED
C001759,Client 1759,48389.36,COMPLETED
C006801,Client 6801,29058.75,COMPLETED
C040826,Client 40826,14526.33,COMPLETED
C013468,Client 13468,17957.43,COMPLETED
C041071,Client 41071,6818.69,COMPLETED
C034517,Client 34517,21920.68,COMPLETED
C005670,Client 5670,221.90,COMPLETED
C046614,Client 46614,23478.22,COMPLETED
C045703,Client 45703,33509.73,COMPLETED
C001009,Client 1009,3904.86,COMPLETED
C026562,Client 26562,18108.69,COMPLETED
C009594,Client 9594,6057.62,COMPLETED
C009547,Client 9547,29886.88,COMPLETED
C033800,Client 33800,23916.38,COMPLETED
C019901,Client 19901,36951.02,COMPLETED
C033376,Client 33376,14236.96,COMPLETED
C000005,Client 5,43666.29,COMPLETED
C028749,Client 28749,36025.69,COMPLETED
C036102,Client 36102,22363.49,COMPLETED
C039427,Client 39427,35894.66,COMPLETED
C049716,Client 49716,1485.58,COMPLETED
C046317,Client 46317,13058.85,COMPLETED
C004882,Client 4882,35350.20,COMPLETED
C047553,Client 47553,32871.97,COMPLETED
C041012,Client 41012,47160.54,COMPLETED
C044263,Client 44263,26755.37,COMPLETED
C043833,Client 43833,38008.70,COMPLETED
C010042,Client 10042,19146.94,COMPLETED
C015445,Client 15445,20970.77,COMPLETED
C030313,Client 30313,38638.04,COMPLETED
C039087,Client 39087,20714.12,COMPLETED
C030307,Client 30307,43446.62,COMPLETED
C005410,Client 5410,736.06,COMPLETED
C025705,Client 25705,7861.18,COMPLETED
C044647,Client 44647,39064.38,COMPLETED
C015083,Client 15083,25889.56,COMPLETED
C040231,Client 40231,39793.10,COMPLETED
C039205,Client 39205,22870.64,COMPLETED
C039209,Client 39209,31217.62,COMPLETED
C026145,Client 26145,12938.42,COMPLETED
C009848,Client 9848,923.85,COMPLETED
C048329,Client 48329,23170.29,COMPLETED
C001677,Client 1677,33957.97,COMPLETED
C002971,Client 2971,14274.59,COMPLETED
C039023,Client 39023,32564.04,COMPLETED
C037898,Client 37898,27884.79,COMPLETED
C031616,Client 31616,46342.66,COMPLETED
C004381,Client 4381,13944.05,COMPLETED
C017111,Client 17111,46170.36,COMPLETED
C023551,Client 23551,15122.22,COMPLETED
C038213,Client 38213,37523.22,COMPLETED
C001176,Client 1176,4078.55,COMPLETED
C023506,Client 23506,25766.20,COMPLETED
C048377,Client 48377,4554.31,COMPLETED
C035264,Client 35264,45201.41,COMPLETED
C023803,Client 23803,46139.19,COMPLETED
C032632,Client 32632,7521.14,COMPLETED
C007804,Client 7804,33857.48,COMPLETED
C008112,Client 8112,13521.48,COMPLETED
C022907,Client 22907,43755.01,COMPLETED
C005828,Client 5828,42678.47,COMPLETED
C028272,Client 28272,23942.48,COMPLETED
C037817,Client 37817,20886.96,COMPLETED
C040205,Client 40205,4561.86,COMPLETED
C020113,Client 20113,4044.46,COMPLETED
C018828,Client 18828,33956.35,COMPLETED
C009963,Client 9963,40769.72,COMPLETED
C043659,Client 43659,504.04,COMPLETED
C037322,Client 37322,12644.64,COMPLETED
C001090,Client 1090,1971.63,COMPLETED
C004192,Client 4192,27925.91,COMPLETED
C012103,Client 12103,35244.69,COMPLETED
C042623,Client 42623,27688.23,COMPLETED
C013424,Client 13424,41547.95,COMPLETED
C030518,Client 30518,11027.67,COMPLETED
C034745,Client 34745,8727.70,COMPLETED
C024387,Client 24387,40208.66,COMPLETED
C019411,Client 19411,35526.74,COMPLETED
C023440,Client 23440,1545.33,COMPLETED
C018906,Client 18906,44245.90,COMPLETED
C004644,Client 4644,26010.71,COMPLETED
C040846,Client 40846,5619.45,COMPLETED
C042801,Client 42801,35134.62,COMPLETED
C036259,Client 36259,48941.76,COMPLETED
C030857,Client 30857,2818.04,COMPLETED
C021563,Client 21563,46882.05,COMPLETED
C046729,Client 46729,22548.26,COMPLETED
C015745,Client 15745,23374.85,COMPLETED
C026844,Client 26844,20783.90,COMPLETED
C027633,Client 27633,12513.16,COMPLETED
C017446,Client 17446,25439.76,COMPLETED
C023117,Client 23117,37897.66,COMPLETED
C045543,Client 45543,37048.45,COMPLETED
C007420,Client 7420,19733.59,COMPLETED
C028023,Client 28023,8360.43,COMPLETED
C040112,Client 40112,24897.51,COMPLETED
C021971,Client 21971,35902.26,COMPLETED
C026191,Client 26191,6048.25,COMPLETED
C016441,Client 16441,18763.82,COMPLETED
C001393,Client 1393,47370.15,COMPLETED
C030854,Client 30854,39490.50,COMPLETED
C025136,Client 25136,4149.36,COMPLETED
C000981,Client 981,8074.65,COMPLETED
C042609,Client 42609,6841.90,COMPLETED
C006280,Client 6280,11562.85,COMPLETED
C040753,Client 40753,14643.21,COMPLETED
C018120,Client 18120,10117.74,COMPLETED
C042054,Client 42054,20533.40,COMPLETED
C020444,Client 20444,45931.84,COMPLETED
C005186,Client 5186,20324.91,COMPLETED
C045708,Client 45708,17620.95,COMPLETED
C005537,Client 5537,38442.73,COMPLETED
C015249,Client 15249,6850.44,COMPLETED
C007213,Client 7213,40147.62,COMPLETED
C007086,Client 7086,20163.52,COMPLETED
C027780,Client 27780,14243.54,COMPLETED
C004786,Client 4786,17752.94,COMPLETED
C027631,Client 27631,38801.66,COMPLETED
C035907,Client 35907,12694.45,COMPLETED
C048307,Client 48307,30120.79,COMPLETED
C045806,Client 45806,33882.41,COMPLETED
C024577,Client 24577,46058.96,COMPLETED
C001682,Client 1682,15285.55,COMPLETED
C040229,Client 40229,27003.97,COMPLETED
C020775,Client 20775,14194.40,COMPLETED
C020153,Client 20153,4339.49,COMPLETED
C019737,Client 19737,17458.15,COMPLETED
C033334,Client 33334,19991.29,COMPLETED
C046734,Client 46734,18773.19,COMPLETED
C030134,Client 30134,14079.98,COMPLETED
C018128,Client 18128,15972.31,COMPLETED
C040393,Client 40393,14505.20,COMPLETED
C001315,Client 1315,43988.89,COMPLETED
C012058,Client 12058,48921.13,COMPLETED
C008240,Client 8240,34231.83,COMPLETED
C000807,Client 807,45079.78,COMPLETED
C040992,Client 40992,36124.55,COMPLETED
C030367,Client 30367,47258.96,COMPLETED
C033662,Client 33662,44888.92,COMPLETED
C028148,Client 28148,45885.54,COMPLETED
C028454,Client 28454,39247.72,COMPLETED
C027681,Client 27681,6241.26,COMPLETED
C020316,Client 20316,24714.86,COMPLETED
C010883,Client 10883,48285.30,COMPLETED
C032317,Client 32317,19302.53,COMPLETED
C038375,Client 38375,46440.00,COMPLETED
C025325,Client 25325,31128.34,COMPLETED
C028830,Client 28830,9342.38,COMPLETED
C019571,Client 19571,36884.91,COMPLETED
C000965,Client 965,11778.06,COMPLETED
C011562,Client 11562,5354.76,COMPLETED
C026052,Client 26052,35136.74,COMPLETED
C002211,Client 2211,15576.79,COMPLETED
C017847,Client 17847,9361.10,COMPLETED
C028243,Client 28243,10849.16,COMPLETED
C003092,Client 3092,30473.04,COMPLETED
C009307,Client 9307,26192.82,COMPLETED
C041553,Client 41553,24062.25,COMPLETED
C040398,Client 40398,44640.43,COMPLETED
C032640,Client 32640,26087.75,COMPLETED
C042092,Client 42092,17550.92,COMPLETED
C023857,Client 23857,23614.15,COMPLETED
C037172,Client 37172,48447.93,COMPLETED
C030475,Client 30475,42784.52,COMPLETED
C000738,Client 738,41445.06,COMPLETED
C011659,Client 11659,5035.15,COMPLETED
C017896,Client 17896,35626.91,COMPLETED
C006868,Client 6868,16533.28,COMPLETED
C009636,Client 9636,43513.68,COMPLETED
C009181,Client 9181,15605.53,COMPLETED
C039528,Client 39528,24200.29,COMPLETED
C010311,Client 10311,2983.92,COMPLETED
C047278,Client 47278,28922.77,COMPLETED
C023670,Client 23670,3931.92,COMPLETED
C040755,Client 40755,19654.79,COMPLETED
C005289,Client 5289,30678.06,COMPLETED
C029752,Client 29752,9669.66,COMPLETED
C041866,Client 41866,31342.89,COMPLETED
C029865,Client 29865,23173.34,COMPLETED
C016716,Client 16716,20092.32,COMPLETED
C009430,Client 9430,21203.76,COMPLETED
C044802,Client 44802,23973.95,COMPLETED
C024906,Client 24906,5627.94,COMPLETED
C014097,Client 14097,47815.98,COMPLETED
C013849,Client 13849,5149.38,COMPLETED
C016157,Client 16157,12583.33,COMPLETED
C045505,Client 45505,13593.78,COMPLETED
C020627,Client 20627,43709.47,COMPLETED
C025429,Client 25429,32106.18,COMPLETED
C043154,Client 43154,15911.64,COMPLETED
C034058,Client 34058,3621.34,COMPLETED
C019117,Client 19117,36111.61,COMPLETED
C031432,Client 31432,17729.05,COMPLETED
C007568,Client 7568,24043.50,COMPLETED
C023246,Client 23246,12702.20,COMPLETED
C043411,Client 43411,42585.11,COMPLETED
C006078,Client 6078,30640.83,COMPLETED
C031224,Client 31224,27496.37,COMPLETED
C033314,Client 33314,7676.96,COMPLETED
C033315,Client 33315,43266.05,COMPLETED
C012984,Client 12984,37786.16,COMPLETED
C049714,Client 49714,22763.05,COMPLETED
C036176,Client 36176,40660.11,COMPLETED
C019829,Client 19829,48677.76,COMPLETED
C027216,Client 27216,4327.15,COMPLETED
C026386,Client 26386,16512.62,COMPLETED
C002871,Client 2871,48485.32,COMPLETED
C028971,Client 28971,4400.74,COMPLETED
C003439,Client 3439,14148.52,COMPLETED
C011770,Client 11770,41276.30,COMPLETED
C010616,Client 10616,33850.97,COMPLETED
C015761,Client 15761,1812.32,COMPLETED
C010859,Client 10859,21304.14,COMPLETED
C014724,Client 14724,3220.13,COMPLETED
C037483,Client 37483,19369.14,COMPLETED
C022282,Client 22282,28278.75,COMPLETED
C014572,Client 14572,16416.17,COMPLETED
C001808,Client 1808,18562.60,COMPLETED
C040225,Client 40225,4257.22,COMPLETED
C020163,Client 20163,14535.36,COMPLETED
C021888,Client 21888,10212.96,COMPLETED
C019261,Client 19261,29136.76,COMPLETED
C015365,Client 15365,18162.62,COMPLETED
C002191,Client 2191,3673.40,COMPLETED
C002380,Client 2380,27298.72,COMPLETED
C010599,Client 10599,31298.26,COMPLETED
C027929,Client 27929,3494.02,COMPLETED
C047105,Client 47105,29734.65,COMPLETED
C020175,Client 20175,47574.94,COMPLETED
C031060,Client 31060,39486.48,COMPLETED
C043640,Client 43640,48665.54,COMPLETED
C044489,Client 44489,8249.77,COMPLETED
C019271,Client 19271,9799.86,COMPLETED
C028312,Client 28312,7320.12,COMPLETED
C014658,Client 14658,16189.57,COMPLETED
C040703,Client 40703,30648.52,COMPLETED
C020842,Client 20842,19345.64,COMPLETED
C041413,Client 41413,5817.45,COMPLETED
C041922,Client 41922,39141.96,COMPLETED
C035308,Client 35308,42440.09,COMPLETED
C030054,Client 30054,48361.92,COMPLETED
